"V1" "V2" "V3"
"145" 1 1 1
"146" 1 1 1
"147" 1.06655402551007 1.1378560488962 1.29425496269879
"148" 1.48328513317709 2.20146517828143 4.84924871769846
"149" 1 1 1
"150" 1 1 1
"151" 0.995539626633522 0.991077057559807 0.982189349124332
"152" 1 1 1
"153" 1.23918027537809 1.53676857273898 2.36296517488287
"154" 1.56317055039276 2.44447021966982 5.9781921701863
"155" 1 1 1
"156" 1 1 1
"157" 1 1 1
"158" 1 1 1
"159" 1 1 1
"160" 1 1 1
"161" 1 1 1
"162" 1 1 1
"163" 1 1 1
"164" 1 1 1
"165" 1.00047002417527 1.0009422864136 1.00189027241189
"166" 1 1 1
"167" 1 1 1
"168" 1.01778385193436 1.03419504957704 1.06936946470931
"169" 1 1 1
"170" 0.564494520413939 0.31658826755401 0.0927908405937989
"171" 1 1 1
"172" 1 1 1
"173" 1 1 1
"174" 1 1 1
"175" 1 1 1
"176" 1 1 1
"177" 1 1 1
"178" 1 1 1
"179" 1 1 1
"180" 1 1 1
"181" 1 1 1
"182" 1.73337556691666 3.00837130258052 9.05284182199909
"183" 1 1 1
"184" 1 1 1
"185" 1 1 1
"186" 1 1 1
"187" 1 1 1
"188" 1.05721003210884 1.11111962172497 1.23313960306789
"189" 1 1 1
"190" 1 1 1
"191" 1 1 1
"192" 1 1 1
"193" 1 1 1
"194" 1 1 1
"195" 1 1 1
"196" 1 1 1
"197" 1.14885805006484 1.32048256093954 1.74502855300404
"198" 1 1 1
"199" 1 1 1
"200" 1.07922122588124 1.16476634157594 1.35741235763241
"201" 1 1 1
"202" 1 1 1
"203" 0.999999998714602 0.999999997427361 0.999999994840437
"204" 0.98796729798193 0.976012596118518 0.95245376684117
"205" 1.46204458217172 2.13784594716028 4.57295103377213
"206" 1.1304663673142 1.27819339515021 1.63403777055308
"207" 1 1 1
"208" 1 1 1
"209" 1 1 1
"210" 1 1 1
"211" 1 1 1
"212" 1.34812313245803 1.81905189796947 3.31109152244768
"213" 1 1 1
"214" 1 1 1
"215" 1.82817526461334 3.34514011948952 11.1940078110852
"216" 1 1 1
"217" 1 1 1
"218" 1.00467018270482 1.00932943880727 1.01862205296815
"219" 1 1 1
"220" 1 1 1
"221" 1 1 1
"222" 1.45145938825622 2.10400932120545 4.42100361685248
"223" 1 1 1
"224" 0.999999999999999 0.999999999999999 0.999999999999997
"225" 1 1 1
"226" 1 1 1
"227" -0.349665488741578 0.129551338283499 0.015608988714917
"228" 1.43896401615364 2.06508092561002 4.25990886316738
"229" 1 1 1
"230" 1 1 1
"231" 0.978779382725894 0.957898377728845 0.917298889386035
"232" 1 1 1
"233" 1 1 1
"234" 1.05474743178003 1.10433113892758 1.2190130400571
"235" 1 1 1
"236" 1 1 1
"237" 1 1 1
"238" 1 1 1
"239" 1.2582980169461 1.58380306477103 2.5098715643939
"240" 1 1 1
"241" 1.47338071467189 2.16598142030353 4.69591891534034
"242" 1.09226571560956 1.19532256274875 1.42457176045718
"243" 1 1 1
"244" 1 1 1
"245" 0.99999720037137 0.999994385988443 0.999988740033337
"246" 1.03949022165548 1.07939254940239 1.16637196868515
"247" 1 1 1
"248" 1 1 1
"249" 1 1 1
"250" 1 1 1
"251" 1 1 1
"252" 1.0396023794824 1.08076890379199 1.16839814391878
"253" 1.62310160853968 2.63428004651859 6.94090672104682
"254" 1 1 1
"255" 1 1 1
"256" 1 1 1
"257" 1 1 1
"258" 1 1 1
"259" 1 1 1
"260" 1 1 1
"261" 0.587085451651682 0.343966751964207 0.118261541619788
"262" 1 1 1
"263" 1 1 1
"264" 1.31334924097687 1.72588748157139 2.9801264364792
"265" 1 1 1
"266" 1 1 1
"267" 1 1 1
"268" 1 1 1
"269" 1 1 1
"270" 1 1 1
"271" 0.996765921634735 0.993537852352237 0.987082649180637
"272" 1.42284516454924 2.02567045324451 4.1061190476109
"273" 1 1 1
"274" 1 1 1
"275" 1 1 1
"276" 1 1 1
"277" 0.999048570214873 0.998094085289839 0.996182304288604
"278" 1 1 1
"279" 1 1 1
"280" 1 1 1
"281" 1.44973822948667 2.11791295461729 4.48342626525991
"282" 1 1 1
"283" 1 1 1
"284" 1 1 1
"285" 1 1 1
"286" -1.6340274911161 2.67726081023729 7.16163996342892
"287" 1.27146245815641 1.61745073181112 2.61770329141993
"288" 1 1 1
"289" 1 1 1
"290" 1 1 1
"291" 1 1 1
"292" 1 1 1
"293" 1 1 1
"294" 1 1 1
"295" 1 1 1
"296" 1 1 1
"297" 1 1 1
"298" 1 1 1
"299" 1 1 1
"300" 1 1 1
