"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10"
"16" 1.49948353870835e-12 -7.52637345429951e-12 1.22061461947479e-12 6.76825718230949e-12 7.5448833019404e-12 3.68303677973671e-12 5.30051545475962e-13 1.36231416921787e-11 1.74490512192001e-12 7.0687663038815e-12
"17" -7.0946745952304e-13 2.30183754323521e-14 -1.34482468600284e-13 5.47363057795869e-13 5.51042432638467e-14 8.58234875834118e-13 1.32193546593601e-13 5.39136932066444e-13 -2.65636231952542e-13 -1.47666723448507e-13
"18" 1.88248535134195e-24 5.23597890626498e-23 -1.43053995408633e-23 1.14635213442873e-23 -4.22679359449717e-25 -2.2660538937502e-23 -3.09283779620338e-23 6.50822944455094e-25 -3.44577504285803e-25 -7.13096458829748e-24
"19" -1.77405382298127e-12 1.75604357348429e-12 -2.63029271371579e-12 1.72198844977768e-12 2.56428621589185e-12 1.25594577086574e-12 -2.18226675178888e-12 5.682746814823e-13 -2.65041285114876e-12 4.19908114372034e-14
"20" -1.72198110575971e-06 -1.19329187046974e-05 -2.01764288408074e-05 8.60001990140933e-06 6.5052983014681e-06 6.60497896006748e-06 4.86635256969213e-06 -5.70022042901315e-06 1.15770969556936e-05 -1.81955738746342e-05
"21" -0.000328201936158095 -0.00237647862633273 0.00113843371750441 -0.00064958136223309 -0.00127623253729396 -0.000992347012830022 0.00410555574043276 0.00116495973493136 -0.000951667754185866 -0.00151769421543673
"22" 1.716698658195e-09 1.77345243709419e-08 1.50518034961688e-08 -9.9041477932627e-09 -8.87804707718003e-09 -1.60019182919295e-08 -1.68002168045725e-09 6.16460157457695e-09 3.84770150912708e-09 -4.02407520013637e-09
"23" -2.28983815216603e-23 7.80748431143092e-24 -1.47247946018128e-23 -3.98651691049544e-23 4.01690865746966e-23 -1.09956327358534e-23 3.01592006407417e-23 1.29655270662523e-24 4.23819943698705e-23 2.00417793744156e-23
"24" 3.73126935412603e-24 -3.33057904391767e-24 -4.79788099841083e-24 2.07443556340624e-24 3.51556408715847e-24 2.94826504159298e-24 -1.25198468004822e-24 1.13377518042048e-24 1.42036631414267e-24 3.20696662119796e-24
"25" 8.77157547010731e-22 5.844107370671e-22 4.65870093268727e-23 1.19652265488341e-22 -8.61146971779024e-23 2.89993396223188e-21 2.24653751084706e-22 -1.67795333848887e-21 -8.66245601968162e-22 -1.09746026973379e-21
"26" 9.56617651897944e-16 -1.07740828920242e-15 -1.58836721984515e-15 -1.57010304035193e-15 -2.89317167987624e-17 -1.52567756646738e-15 -5.6994783107556e-17 4.44352371176623e-16 -2.31910086347505e-16 -8.79000435081012e-16
"27" -5.79174061520457e-07 -6.46245655594509e-07 -2.21638809195975e-07 4.12273199598472e-07 -5.40265972579382e-07 -3.43138621985529e-07 2.08155214607388e-07 -1.27673857575101e-07 1.48603761949093e-07 1.67558963700262e-07
"28" -1.94896589604302e-23 -1.32486773199184e-23 5.21688831327157e-23 -1.3329067050927e-23 4.17366525409337e-23 -9.84094950025007e-24 -3.3087492604698e-24 6.94396985967467e-24 6.57069220763313e-23 1.27291955657555e-23
"29" -2.01639287724634e-23 7.64636795649346e-23 -6.06234319730926e-23 3.37477207699345e-23 -9.01673918294931e-23 1.52036751782344e-24 4.63503795512421e-24 7.42310157093774e-23 1.1028594889819e-24 2.82426896486405e-23
"30" 2.3600688665651e-27 5.98031334912815e-27 -5.6030941872026e-28 -7.36739735866183e-27 1.53226879368522e-27 3.18432428472521e-27 2.65810289960829e-27 2.17297744868918e-27 4.32618548503621e-27 -9.49499441529865e-28
